,CASRN,smiles,LogLD
307,10443-70-6,CCOC(=O)CCCOC1=C(C=C(C=C1)Cl)C,3.152288344
308,10447-38-8,C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl,2.643452676
309,104485-01-0,CCCCCOC1=CC=CC(=C1)NC(=O)O[C@@H]2CCCC[C@H]2N3CCCC3,3.012837225
310,1045-21-2,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.Cl,2.919078092
311,10453-86-8,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,3.200850498
312,104617-50-7,CC(=O)NC1CCC2=C(C1)SC(=N2)N.Br,3.301029996
313,104632-26-0,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,2.828659897
314,104653-34-1,C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,-0.255707017
315,104683-52-5,CC1=CC(=CC=C1)N2CCN(CC2)CCCCN3C(=O)CNC3=O,2.583198774
316,1047-16-1,C1=CC=C2C(=C1)C(=O)C3=CC4=C(C=C3N2)C(=O)C5=CC=CC=C5N4,3.753327667
317,10474-14-3,CC(CCl)(CBr)Br,2.892094603
318,104821-37-6,CS(=O)(=O)O.C1CN(CCN1CCC(=O)N)C2CC3=C(C=CC(=C3)Cl)SC4=C2C=CC(=C4)F,2.673941999
319,10484-36-3,CCCCCOC1=C(C=C(C=C1)C=CC)OC,3.698970004
320,10486-14-3,C[C@@H](CCCC(=C)C)CCOC(=O)CC1=CC=CC=C1,3.698970004
321,104902-34-3,C1=CC(=CC(=C1)N2C(=O)C=CC3=C2N=CC=C3)C(F)(F)F,2.408239965
322,104907-82-6,CCC1=NC2=CC=CC=C2C(=O)N1C3=C(C=NN3C)C(=O)OCC,3.261262869
323,10497-05-9,C[Si](C)(C)OP(=O)(O[Si](C)(C)C)O[Si](C)(C)C,3.536558443
324,104987-11-3,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,2.127104798
325,105-01-1,CC(C)COC(=O)CCC1=CC=CO1,3.290034611
326,105-05-5,CCC1=CC=C(C=C1)CC,3.301029996
327,105-11-3,C1=CC(=CC=C1NO)N=O,2.666517981
328,105-12-4,C1=CC(=CC=C1N=O)N=O,3.008600172
329,105-16-8,CCN(CC)CCOC(=O)C(=C)C,3.671728088
330,105-21-5,CCCC1CCC(=O)O1,3.698970004
331,105-28-2,CCCCCCCCCCCCCCCCCC1=NCCN1,3.501059262
332,105-30-6,CCCC(C)CO,3.149219113
333,105-31-7,CCCC(C#C)O,2.100370545
334,105-34-0,COC(=O)CC#N,3.301029996
335,105-37-3,CCC(=O)OCC,3.941113727
336,105-45-3,CC(=O)CC(=O)OC,3.464191371
337,105-46-4,CCC(C)OC(=O)C,3.505149978
338,105-54-4,CCCC(=O)OCC,4.113943352
339,105-55-5,CCNC(=S)NCC,2.499687083
340,105-56-6,CCOC(=O)CC#N,3.301029996
341,105-57-7,CCOC(C)OCC,3.662757832
342,105-64-6,CC(C)OC(=O)OOC(=O)OC(C)C,3.330413773
343,105-66-8,CCCC(=O)OCCC,4.176091259
344,105-67-9,CC1=CC(=C(C=C1)O)C,3.439332694
345,105-75-9,CCCCOC(=O)/C=C/C(=O)OCCCC,3.930949031
346,105-76-0,CCCCOC(=O)/C=C\C(=O)OCCCC,3.568201724
347,105-82-8,CCCOC(C)OCCC,3.698970004
348,105-85-1,CC(CCC=C(C)C)CCOC=O,3.924279286
349,105-86-2,CC(=CCC/C(=C/COC=O)/C)C,3.77815125
350,105-87-3,CC(=CCC/C(=C/COC(=O)C)/C)C,3.80140371
351,105-90-8,CCC(=O)OC/C=C(\C)/CCC=C(C)C,3.698970004
352,105-91-9,CCC(=O)OC/C=C(/C)\CCC=C(C)C,3.698970004
353,1050-48-2,CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC.[Br-],2.880813592
354,10508-09-5,CCC(C)(C)OOC(C)(C)CC,3.525044807
355,105084-66-0,CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC,3.31827208
356,10519-11-6,CC(=O)OC1CCC2CCCCC2C1,3.698970004
357,10520-81-7,CCCCCCCCCCCCC(C(=O)O)Br,2.903089987
358,105239-91-6,CO/N=C(/C1=NSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]45CCC(CC4)(CC5)C(=O)N)C(=O)[O-],4
359,10537-47-0,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,1.939519253
360,105419-52-1,C1CN(CCN1CCC(=O)N)C2CC3=C(C=CC(=C3)Cl)SC4=C2C=CC(=C4)F.C(=C/C(=O)O)\C(=O)O,2.69019608
361,105426-99-1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)COC(=O)CCCC4=CC=C(C=C4)NCCCl)CCC5=C3C=CC(=C5)OC(=O)C6=CC=CC=C6,3.698970004
362,10543-57-4,CC(=O)N(CCN(C(=O)C)C(=O)C)C(=O)C,3.696356389
363,10543-95-0,C(=O)(C(F)(F)F)C(F)(F)F.O,2.278753601
364,105435-14-1,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OCC)CCl,3
365,10544-63-5,CCOC(=O)/C=C/C,3.477121255
366,105512-06-9,C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F,3.327534077
367,10552-74-6,CC(C)OC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OC(C)C,3.806179974
368,10563-26-5,C(CN)CNCCNCCCN,3.079181246
369,10563-29-8,CN(C)CCCNCCCN,3.193235942
370,10563-70-9,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C.Cl,2.230448921
371,1057-81-4,CN1CCC(CC1)OC2C3=CC=CC=C3CCC4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,3.176091259
372,105770-83-0,C=CCSC1=NC2=C(N1)C=C(C=C2)CC3=CC=CC=C3.Cl,3.301029996
373,105774-14-9,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CCN4CCN(CC4)CCO)C=C1.Cl,2.167317335
374,105779-78-0,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl,2.06069784
375,10589-74-9,CCCCCN(C(=O)N)N=O,2.748188027
376,10595-95-6,CCN(C)N=O,1.954242509
377,105951-93-7,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=C(C=CC(=C2)[N+](=O)[O-])F)C(=O)O,3.301029996
378,106-02-5,C1CCCCCCCOC(=O)CCCCCC1,3.698970004
379,106-11-6,CCCCCCCCCCCCCCCCCC(=O)OCCOCCO,4
380,106-20-7,CCCCC(CC)CNCC(CC)CCCC,3.214843848
381,106-21-8,CC(C)CCCC(C)CCO,3.698970004
382,106-24-1,CC(=CCC/C(=C/CO)/C)C,3.575847366
383,106-25-2,CC(=CCC/C(=C\CO)/C)C,3.653212514
384,106-29-6,CCCC(=O)OC/C=C(\C)/CCC=C(C)C,4.027757205
385,106-30-9,CCCCCCC(=O)OCC,4.539577883
386,106-31-0,CCCC(=O)OC(=O)CCC,3.943988875
387,106-32-1,CCCCCCCC(=O)OCC,4.414304688
388,106-35-4,CCCCC(=O)CC,3.440909082
389,106-43-4,CC1=CC=C(C=C1)Cl,3.339749482
390,106-46-7,C1=CC(=CC=C1Cl)Cl,3.527243116
391,106-47-8,C1=CC(=CC=C1N)Cl,2.508529719
392,106-48-9,C1=CC(=CC=C1O)Cl,2.931457871
393,106-49-0,CC1=CC=C(C=C1)N,2.695481676
394,106-51-4,C1=CC(=O)C=CC1=O,1.895054031
395,106-55-8,CC1CNC(CN1)C,3.499687083
396,106-63-8,CC(C)COC(=O)C=C,3.776882707
397,106-65-0,COC(=O)CCC(=O)OC,3.698970004
398,106-68-3,CCCCCC(=O)CC,3.698970004
399,106-69-4,C(CCO)CC(CO)O,4.190331698
400,106-71-8,C=CC(=O)OCCC#N,2.255272505
401,106-73-0,CCCCCCC(=O)OC,3.698970004
402,106-74-1,CCOCCOC(=O)C=C,3.029383778
403,106-79-6,COC(=O)CCCCCCCCC(=O)OC,3.301029996
404,106-87-6,C1CC2C(O2)CC1C3CO3,3.391816924
405,106-88-7,CCC1CO1,2.932811869
406,106-89-8,C1C(O1)CCl,2.228314792
407,106-90-1,C=CC(=O)OCC1CO1,2.255272505
408,106-92-3,C=CCOCC1CO1,3.204119983
409,106-93-4,C(CBr)Br,2.16694788
410,106-99-0,C=CC=C,3.738780558
411,106006-84-2,CCC(=O)N[C@H]1CCC2=C(C1)SC(=N2)N,3.301029996
412,106017-08-7,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F.Cl,2.699837726
413,10605-03-5,CC1=C2C=CC(=C(C2=C[N+]3=C1C4=CC(=C(C=C4CC3)OC)OC)OC)OC.[Cl-],3
414,10605-21-7,COC(=O)NC1=NC2=CC=CC=C2N1,3.849393087
415,106065-10-5,CC(COCCCOC)OCCCOC(=O)C1=CC=CC=C1,3.738780558
416,1062-48-2,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,3
417,106231-36-1,CC1(/C(=N\OC(=O)NC)/SCO1)C,0.301029996
418,106266-06-2,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1.752816431
419,106293-84-9,CC1/C(=N\OC(=O)NC)/SC(O1)C,0.653212514
420,106309-73-3,CC(=O)NC1=NC(=C2C(=C1)C=CC=N2)N3CCN(CC3)CCO,3.477121255
421,106358-90-1,CC1/C(=N/OC(=O)NC)/SCCO1,0.77815125
422,106358-91-2,CCC1/C(=N/OC(=O)NC)/SCCO1,1.278753601
423,106358-92-3,CC1(/C(=N/OC(=O)NC)/SCCO1)C,-0.22184875
424,106461-41-0,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)O,3.408239965
425,106463-17-6,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,2.812913357
426,106565-71-3,C1C[C@@H](N2[C@H](C1)OC[C@@H]2C3=CC=CC=C3)C#N,3.397940009
427,106691-40-1,C1=CC=C2C(=C1)N(C(=O)C(S2)CC(=O)N)C3=CC(=CC=C3)Cl,3.698970004
428,1067-25-0,CCC[Si](OC)(OC)OC,3.772321707
429,1067-47-6,CCO[Si](CCCC#N)(OCC)OCC,3.691965103
430,1067-53-4,COCCO[Si](C=C)(OCCOC)OCCOC,3.394451681
431,1067-99-8,CCO[Si](C)(CCCC#N)OCC,3.571708832
432,106700-29-2,CCOCCN(C(=O)CCl)C(=C(C)C)C1=CC=CC=C1,2.992553518
433,106797-53-9,CC(C)(C(=O)C1=CC=C(C=C1)OCCO)O,3.610873
434,1068-22-0,CCOP(=S)(OCC)[S-].[NH4+],3.897627091
435,106900-12-3,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4,2.235528447
436,106904-09-0,CC1=C(C=CC(=C1Cl)C(=O)O)S(=O)(=O)C,3.698970004
437,106917-52-6,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F,2.120573931
438,106966-25-0,C[N+](C)(C)NCCC(=O)OC.[Br-],2.301029996
439,107-02-8,C=CC=O,1.500202158
440,107-03-9,CCCS,3.245512668
441,107-06-2,C(CCl)Cl,2.871183608
442,107-07-3,C(CCl)O,1.809559715
443,107-10-8,CCCN,2.672097858
444,107-13-1,C=CC#N,1.931966115
445,107-16-4,C(C#N)O,1.079181246
446,107-18-6,C=CCO,1.951013539
447,107-19-7,C#CCO,1.745595216
448,107-20-0,C(C=O)Cl,1.91204483
449,107-22-2,C(=O)C=O,3.426325328
450,107-25-5,COC=C,3.69019608
451,107-29-9,C/C=N/O,2.86923172
452,107-30-2,COCCl,2.698970004
453,107-31-3,COC=O,2.994537104
454,107-41-5,CC(CC(C)(C)O)O,3.579497783
455,107-43-7,C[N+](C)(C)CC(=O)[O-],4.048325251
456,107-44-8,CC(C)OP(=O)(C)F,-0.259637311
457,107-45-9,CC(C)(C)CC(C)(C)N,2.482873584
458,107-46-0,C[Si](C)(C)O[Si](C)(C)C,3.698970004
459,107-51-7,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,3.301029996
460,107-64-2,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-],4.084576278
461,107-66-4,CCCCOP(=O)(O)OCCCC,3.505149978
462,107-72-2,CCCCC[Si](Cl)(Cl)Cl,3.369215857
463,107-74-4,CC(CCCC(C)(C)O)CCO,3.698970004
464,107-75-5,CC(CCCC(C)(C)O)CC=O,3.698970004
465,107-86-8,CC(=CC=O)C,2.838849091
466,107-89-1,CC(CC=O)O,3.338456494
467,107-91-5,C(C#N)C(=O)N,3.505149978
468,1070-03-7,CCCCC(CC)COP(=O)(O)O,3.537819095
469,1070-11-7,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,3.832508913
470,1070-42-4,C(CCl)O[P+](=O)OCCCl,2.414973348
471,1070-70-8,C=CC(=O)OCCCCOC(=O)C=C,2.768638101
472,1070-78-6,C(CCl)C(Cl)(Cl)Cl,2.69019608
473,107007-99-8,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl,2.544068044
474,1071-22-3,C(C[Si](Cl)(Cl)Cl)C#N,3.301029996
475,1071-27-8,C(CC#N)C[Si](Cl)(Cl)Cl,3.451786436
476,1071-73-4,CC(=O)CCCO,3.806179974
477,1071-83-6,C(C(=O)O)NCP(=O)(O)O,3.642616184
478,1071-93-8,C(CCC(=O)NN)CC(=O)NN,3.301029996
479,1071-98-3,C(#CC#N)C#N,2.644438589
480,107187-05-3,CCCCCCOC1=CC=C(C=C1)NNC=O,2.855519156
481,1072-43-1,CC1CS1,2.404833717
482,1072-52-2,C1CN1CCO,1.86923172
483,107220-28-0,C[C@@H]1O[C@]2(CN3CCC2CC3)CS1.Cl,2.193124598
484,1073-79-6,CC1CC(=O)CC(O1)C,3.531478917
485,1075-76-9,C1=CC=C(C=C1)NCCC#N,3.672097858
486,107534-96-3,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,3.49195139
487,107551-67-7,CC(C)(C)C1=C(C=CC(=C1)CCC(=O)O)O,3.124938736
488,1076-97-7,C1CC(CCC1C(=O)O)C(=O)O,3.31868927
489,107707-39-1,COC1=CC=CC=C1N2CCN(CC2)C(=NC3=CC(=CC(=C3)Cl)Cl)N.Cl.Cl,2.698970004
490,107707-55-1,COC1=CC=CC=C1N2CCN(CC2)C(=NC3=CC(=C(C=C3)Cl)Cl)N.Cl.Cl,2.698970004
491,1078-19-9,COC1=CC2=C(C=C1)C(=O)CCC2,2.937852093
492,107812-70-4,CCOC(=O)C1=C(N=C(/C(=C(/[O-])\OCC)/C1C2=CC(=CC=C2)[N+](=O)[O-])C[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C.Cl,3
493,1079-26-1,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)N.Cl,2.572871602
494,107934-68-9,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC(=C(C=C4)N)Cl)C5=CC(=C(C=C5)N)Cl,3.698970004
495,108-01-0,CN(C)CCO,3.214358085
496,108-11-2,CC(C)CC(C)O,3.414137362
497,108-16-7,CC(CN(C)C)O,3.240299582
498,108-18-9,CC(C)NC(C)C,2.707570176
499,108-20-3,CC(C)OC(C)C,3.92788341
500,108-21-4,CC(C)OC(=O)C,3.68797462
501,108-23-6,CC(C)OC(=O)Cl,2.859478552
502,108-24-7,CC(=O)OC(=O)C,3.250420002
503,108-30-5,C1CC(=O)OC1=O,3.24133476
504,108-31-6,C1=CC(=O)OC1=O,2.894408377
505,108-35-0,CCOP(=S)(OCC)OC1=NNC(=C1)C,1.079181246
506,108-38-3,CC1=CC(=CC=C1)C,3.76458706
507,108-39-4,CC1=CC(=CC=C1)O,2.383815366
508,108-42-9,C1=CC(=CC(=C1)Cl)N,2.408239965
509,108-43-0,C1=CC(=CC(=C1)Cl)O,2.755874856
510,108-44-1,CC1=CC(=CC=C1)N,3.001517377
511,108-45-2,C1=CC(=CC(=C1)N)N,2.667452953
512,108-46-3,C1=CC(=CC(=C1)O)O,2.724685388
513,108-47-4,CC1=CC(=NC=C1)C,2.301029996
514,108-50-9,CC1=CN=CC(=N1)C,2.944482672
515,108-55-4,C1CC(=O)OC(=O)C1,2.989004616
516,108-59-8,COC(=O)CC(=O)OC,3.726808683
517,108-60-1,CC(CCl)OC(C)CCl,2.488903085
518,108-62-3,CC1OC(OC(OC(O1)C)C)C,3.477121255
519,108-62-3,CC1OC(C)OC(C)OC(C)O1,2.584896344
520,108-65-6,CC(COC)OC(=O)C,3.873872567
521,108-69-0,CC1=CC(=CC(=C1)N)C,2.850339855
522,108-70-3,C1=C(C=C(C=C1Cl)Cl)Cl,2.903089987
523,108-73-6,C1=C(C=C(C=C1O)O)O,3.602059991
524,108-75-8,CC1=CC(=NC(=C1)C)C,2.602059991
525,108-77-0,C1(=NC(=NC(=N1)Cl)Cl)Cl,2.655632294
526,108-78-1,C1(=NC(=NC(=N1)N)N)N,3.535825584
527,108-84-9,CC(C)CC(C)OC(=O)C,3.789580712
528,108-86-1,C1=CC=C(C=C1)Br,3.377124042
529,108-88-3,CC1=CC=CC=C1,3.642068627
530,108-89-4,CC1=CC=NC=C1,2.925999266
531,108-91-8,C1CCC(CC1)N,1.921686475
532,108-93-0,C1CCC(CC1)O,3.222716471
533,108-95-2,C1=CC=C(C=C1)O,2.748689548
534,108-98-5,C1=CC=C(C=C1)S,1.663700925
535,108-99-6,CC1=CN=CC=C1,2.763427994
536,108001-60-1,C1COCCN1C(=NC2=C(C=NC3=CC=CC=C32)[N+](=O)[O-])N,3.602059991
537,108050-54-0,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CCN3C[C@@H](C[C@@H](C3)C)C)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,3.08517161
538,1081-95-4,CCOP(=O)(OCC)SCC1(SCCS1)C,1.447158031
539,1083-57-4,CCOC1=CC=C(C=C1)NC(=O)CC(C)O,3.84509804
540,1084-23-7,CN1C2=C(CCCC2)C(=O)N1C3=CC=CC=C3,3.176091259
541,1084-65-7,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,4.204119983
542,108419-32-5,CCC(C)C(C)CCOC(C)=O,3.698970004
543,108427-72-1,CCCC1=C(C=CC(=C1O)C(=O)C)OCC2=CC=CN3C2=NC=C(C3=O)C4=NNN=N4,3.602059991
544,1085-91-2,CCC(CC)(C1=CC=CC2=CC=CC=C21)C(=O)O,3.033423755
545,1085-98-9,CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,2.698970004
546,108552-93-8,C1COCCN1CCCNC2=NNC3=CC=CC=C32,2.959994838
547,1086-02-8,C1=CC=C(C=C1)C2=C(C(=NC(=C2C#N)Cl)Cl)C#N,3.698970004
548,1087-06-5,CCC(=O)C1=CC(=C(C=C1)OCC(CO)O)OC,3.214048679
549,1087-35-0,C1=CC=C(C=C1)CC(=O)NNCC2=CC=CC=C2,3.397940009
550,108731-70-0,CS(=O)(=O)/N=C(/C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-])\[O-].[Na+],3.176091259
551,108828-56-4,COC1=C(C=C(C=C1)C(=O)N)C(=O)NCC2=CN=CC=C2,3.236789099
552,108912-17-0,CC(C1=CC=C(C=C1)C2=CSC=C2)C(=O)OC,3.367355921
553,108929-04-0,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl,2.283301229
554,108935-06-4,C1=CC=C(C(=C1)C(=O)OC2=C(C=CC(=C2)Cl)Cl)OC(=O)N,3.397940009
555,108957-94-4,CCOC(=O)C(C)(C)OC1=CC2=C(CCC(=C2)N3C=CN=C3)C=C1.C(=C/C(=O)O)\C(=O)O,3.505149978
556,109-07-9,CC1CNCCN1,3.307496038
557,109-15-9,CCCCCCCCOC(=O)C(C)C,3.698970004
558,109-16-0,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,4.027376793
559,109-19-3,CCCCOC(=O)CC(C)C,3.698970004
560,109-29-5,C1CCCCCCCC(=O)OCCCCCCC1,3.698970004
561,109-46-6,CCCCNC(=S)NCCCC,2.544068044
562,109-52-4,CCCCC(=O)O,3.362623824
563,109-55-7,CN(C)CCCN,3.271841607
564,109-57-9,C=CCNC(=S)N,2.301029996
565,109-60-4,CCCOC(=O)C,3.981592117
566,109-66-0,CCCCC,3.079181246
567,109-67-1,CCCC=C,3.67929159
568,109-69-3,CCCCCl,3.426511261
569,109-74-0,CCCC#N,2.251232527
570,109-78-4,C(CO)C#N,3.819543936
571,109-83-1,CNCCO,3.248402441
572,109-86-4,COCCO,3.459904894
573,109-87-5,COCOC,3.807737922
574,109-89-7,CCNCC,2.886490725
575,109-94-4,CCOC=O,3.487138375
576,109-99-9,C1CCOC1,3.217483944
577,109293-97-2,C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)O,3.640150041
578,1093653-57-6,CCCCCCCOCC(C)CC=O,3.301029996
579,1094-08-2,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,3.230448921
580,109410-00-6,CCN(CC)CCOCC1=C(C=CC(=C1)Br)OC,2.342422681
581,1095-90-5,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,1.847161201
582,109543-52-4,CC1=NC2=C(S1)C3=CC=CC=C3N=C2.Cl,2.954242509
583,1097-57-0,CCOC(=O)N1C(=O)C(NC1=O)(C2=CC=CC=C2)C3=CC=CC=C3,3.544068044
584,109825-47-0,CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],0.301029996
585,1099-87-2,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)[O-])C.[Na+],4
586,109965-82-4,CCCCCOC1=C(C=C(C=C1)Br)COCCN(CC)CC,2.505149978
587,110-02-1,C1=CSC=C1,3.146128036
588,110-03-2,CC(C)(CCC(C)(C)O)O,3.301029996
589,110-12-3,CC(C)CCC(=O)C,3.505692507
590,110-13-4,CC(=O)CCC(=O)C,3.317227349
591,110-15-6,C(CC(=O)O)C(=O)O,3.354108439
592,110-18-9,CN(C)CCN(C)C,2.965671971
593,110-19-0,CC(C)COC(=O)C,4.000188153
594,110-21-4,C(=O)(N)NNC(=O)N,3.301029996
595,110-25-8,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,3.698970004
596,110-26-9,C=CC(=O)NCNC(=O)C=C,2.591064607
597,110-32-7,CCCCCCOCCOC(=O)CCCCC(=O)OCCOCCCCCC,3.632457292
598,110-36-1,CCCCCCCCCCCCCC(=O)OCCCC,3.903089987
599,110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,4.160468531
600,110-41-8,CCCCCCCCCC(C)C=O,3.698970004
601,110-43-0,CCCCCC(=O)C,3.222716471
602,110-44-1,C/C=C/C=C/C(=O)O,3.866877814
603,110-45-2,CC(C)CCOC=O,3.992995098
604,110-49-6,CC(=O)OCCOC,3.430290106
605,110-51-0,[BH3-][n+]1ccccc1,1.979548375
606,110-54-3,CCCCCC,4.429025157
607,110-59-8,CCCCC#N,2.931584987
608,110-60-1,C(CCN)CN,2.665580991
609,110-61-2,C(CC#N)C#N,2.653212514
610,110-62-3,CCCCC=O,3.743156855
611,110-64-5,C(/C=C/CO)O,3.096910013
612,110-65-6,C(C#CCO)O,2.111430552
613,110-67-8,COCCC#N,3.64246452
614,110-68-9,CCCCNC,2.62324929
615,110-71-4,COCCOC,3.729974286
616,110-74-7,CCCOC=O,3.599883072
617,110-75-8,C=COCCCl,2.361727836
618,110-77-0,CCSCCO,3.301029996
619,110-80-5,CCOCCO,3.457881897
620,110-81-6,CCSSCC,3.307496038
621,110-82-7,C1CCCCC1,3.947065935
622,110-83-8,C1CCC=CC1,3.217132857
623,110-85-0,C1CNCCN1,3.461085646
624,110-86-1,C1=CC=NC=C1,3.105237601
625,110-89-4,C1CCNCC1,2.602059991
626,110-91-8,C1COCCN1,3.18016173
627,110-93-0,CC(=CCCC(=O)C)C,3.544068044
628,110-94-1,C(CC(=O)O)CC(=O)O,3.77815125
629,110-95-2,CN(C)CCCN(C)C,2.79518459
630,110-96-3,CC(C)CNCC(C)C,2.411619706
631,110-97-4,CC(CNCC(C)O)O,3.791164125
632,110-98-5,CC(COCC(C)O)O,4.170994702
633,110-99-6,C(C(=O)O)OCC(=O)O,2.698970004
634,11006-33-0,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@@]([C@H]([C@@H]([C@@H](O3)CO)O)O)(C)O[C@H]4[C@@H]([C@]([C@H](C(O4)CO)O)(C(=O)N)O)O)C(=O)NC(C)C(C(C)C(=O)NC(C(=O)C)C(=O)NCCC5=NC(CS5)C6=NC(=CS6)C(=O)N)O,2.812244697
635,11011-72-6,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)OC(=O)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O,3.397940009
636,110147-48-3,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCOCC4,3.397940009
637,110221-44-8,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(C2=O)CC(=O)O)C3=CC=CS3.Cl,3.698970004
638,110311-27-8,C1CC2=C(C1)C=C(C=C2)S(=O)(=O)NC(=O)NC3=CC=C(C=C3)Cl,3
639,1103234-56-5,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)O)F,3.301029996
640,11034-31-4,CC1([C@@H]2CCC(C1C(=O)[O-])O2)C(=O)[O-].[Na+].[Na+],1.698970004
641,110429-62-4,CC/C(=N\OC/C=C/Cl)/C1=C(CC(CC1=O)CC(C)SCC)O,3.133538908
642,110488-70-5,COC1=C(C=C(C=C1)/C(=C/C(=O)N2CCOCC2)/C3=CC=C(C=C3)Cl)OC,3.629572684
643,110528-94-4,C[N+](C)(CCO)CC(C[N+](C)(C)CCO)O.[Cl-].[Cl-],3.146128036
644,110599-10-5,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCO,3.235528447
